seed,trader,return_pct,max_drawdown,final_net_worth,sharpe_like,win_rate
0,Random,-0.6083630586338851,0.9740896091253212,391.6369413661149,0.8450615912053155,0.455
0,BuyAndHold,14.247537215954617,0.47932754091865953,15247.537215954617,2.8401717621657325,0.555
0,MeanReversion,7.550388076474665,0.9514230642774751,8550.388076474665,2.2170820232036954,0.4675
1,Random,0.7523660330776851,0.9637162479058876,1752.3660330776852,1.7947339138767122,0.47
1,BuyAndHold,2.863990824685201,0.5350301702044241,3863.990824685201,1.7521096063443615,0.55375
1,MeanReversion,-0.9941351608438715,0.999595073308596,5.8648391561284905,-0.046116365490834026,0.3675
